#
# Copyright © 2026-2026 Unicode, Inc.
# For terms of use, see https://www.unicode.org/terms_of_use.html
#
# Format: type;rule name;number;expected result
# type: spell=SpelloutRules, digits=OrdinalRules, number=NumberingSystemRules
# rule name: empty for the default ruleset
#
spell;%spellout-ordinal-masculine;599;πεντακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;600;εξακοσιοστός
spell;%spellout-ordinal-masculine;601;εξακοσιοστός πρώτος
spell;%spellout-ordinal-masculine;699;εξακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;700;επτακοσιοστός
spell;%spellout-ordinal-masculine;701;επτακοσιοστός πρώτος
spell;%spellout-ordinal-masculine;799;επτακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;800;οκτακοσιοστός
spell;%spellout-ordinal-masculine;801;οκτακοσιοστός πρώτος
spell;%spellout-ordinal-masculine;899;οκτακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;900;εννεακοσιοστός
spell;%spellout-ordinal-masculine;901;εννεακοσιοστός πρώτος
spell;%spellout-ordinal-masculine;999;εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;1000;χιλιοστός
spell;%spellout-ordinal-masculine;1001;χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;1999;χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;2000;δισχιλιοστός
spell;%spellout-ordinal-masculine;2001;δισχιλιοστός πρώτος
spell;%spellout-ordinal-masculine;2999;δισχιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;3000;τρισχιλιοστός
spell;%spellout-ordinal-masculine;3001;τρισχιλιοστός πρώτος
spell;%spellout-ordinal-masculine;3999;τρισχιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;4000;τετράκις χιλιοστός
spell;%spellout-ordinal-masculine;4001;τετράκις χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;4999;τετράκις χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;5000;πεντάκις χιλιοστός
spell;%spellout-ordinal-masculine;5001;πεντάκις χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;5999;πεντάκις χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;6000;εξάκις χιλιοστός
spell;%spellout-ordinal-masculine;6001;εξάκις χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;6999;εξάκις χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;7000;επτάκις χιλιοστός
spell;%spellout-ordinal-masculine;7001;επτάκις χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;7999;επτάκις χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;8000;οκτάκις χιλιοστός
spell;%spellout-ordinal-masculine;8001;οκτάκις χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;8999;οκτάκις χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;9000;εννεάκις χιλιοστός
spell;%spellout-ordinal-masculine;9001;εννεάκις χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;9999;εννεάκις χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;10000;δεκάκις χιλιοστός
spell;%spellout-ordinal-masculine;10001;δεκάκις χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;10999;δεκάκις χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;11000;έντεκα χιλιοστός
spell;%spellout-ordinal-masculine;11001;έντεκα χιλιοστός πρώτος
spell;%spellout-ordinal-masculine;999999;εννιακόσια εννενήντα εννέα χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;1000000;ένα εκατομμυριοστός
spell;%spellout-ordinal-masculine;1000001;ένα εκατομμυριοστός πρώτος
spell;%spellout-ordinal-masculine;999999999;εννιακόσια εννενήντα εννέα εκατομμυριοστός εννιακόσια εννενήντα εννέα χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;1000000000;ένα δισεκατομμυριοστός
spell;%spellout-ordinal-masculine;1000000001;ένα δισεκατομμυριοστός πρώτος
spell;%spellout-ordinal-masculine;999999999999;εννιακόσια εννενήντα εννέα δισεκατομμυριοστός εννιακόσια εννενήντα εννέα εκατομμυριοστός εννιακόσια εννενήντα εννέα χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;1000000000000;ένα τρισεκατομμυριοστός
spell;%spellout-ordinal-masculine;1000000000001;ένα τρισεκατομμυριοστός πρώτος
spell;%spellout-ordinal-masculine;999999999999999;εννιακόσια εννενήντα εννέα τρισεκατομμυριοστός εννιακόσια εννενήντα εννέα δισεκατομμυριοστός εννιακόσια εννενήντα εννέα εκατομμυριοστός εννιακόσια εννενήντα εννέα χιλιοστός εννεακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;1000000000000000;ένα τετράκις εκατομμυριοστός
spell;%spellout-ordinal-masculine;1000000000000001;ένα τετράκις εκατομμυριοστός πρώτος
spell;%spellout-cardinal-neuter;-1;μείον ένα
spell;%spellout-cardinal-neuter;0;μηδέν
spell;%spellout-cardinal-neuter;0.5;μηδέν κόμμα πέντε
spell;%spellout-cardinal-neuter;1;ένα
spell;%spellout-cardinal-neuter;1.5;ένα κόμμα πέντε
spell;%spellout-cardinal-neuter;2;δύο
spell;%spellout-cardinal-neuter;3;τρία
spell;%spellout-cardinal-neuter;4;τέσσερα
spell;%spellout-cardinal-neuter;5;πέντε
spell;%spellout-cardinal-neuter;6;έξι
spell;%spellout-cardinal-neuter;7;επτά
spell;%spellout-cardinal-neuter;8;οκτώ
spell;%spellout-cardinal-neuter;9;εννέα
spell;%spellout-cardinal-neuter;10;δέκα
spell;%spellout-cardinal-neuter;11;έντεκα
spell;%spellout-cardinal-neuter;12;δώδεκα
spell;%spellout-cardinal-neuter;13;δεκα­τρία
spell;%spellout-cardinal-neuter;14;δεκα­τέσσερα
spell;%spellout-cardinal-neuter;15;δεκα­πέντε
spell;%spellout-cardinal-neuter;16;δεκα­έξι
spell;%spellout-cardinal-neuter;17;δεκα­επτά
spell;%spellout-cardinal-neuter;18;δεκα­οκτώ
spell;%spellout-cardinal-neuter;19;δεκα­εννέα
spell;%spellout-cardinal-neuter;20;είκοσι
spell;%spellout-cardinal-neuter;21;είκοσι ένα
spell;%spellout-cardinal-neuter;25;είκοσι πέντε
spell;%spellout-cardinal-neuter;29;είκοσι εννέα
spell;%spellout-cardinal-neuter;30;τριάντα
spell;%spellout-cardinal-neuter;31;τριάντα ένα
